cod,numero_caso,descripcion,area_resolutor,estado
3835,3971,Invitado desea que eliminemos su cuenta bancaria BCP ingresada el 08/11/2020 22:53:07. Se adjunta imagen. ,FINANZAS - SOPORTE,CERRADO
3836,3972,Invitada indica que hasta el día de ayer figuraba en el sistema del casino online 15 opciones para el Sorteo Atlantic Vip Royal // de igual manera estaba jugando en el casino físico y le salían las misma cantidad de opciones. sin ermbargo // hoy visualiza que tiene 14 opci. Se brinda información de CRM en donde indica 14 opciones pendiente de canje. Se adjunta imagen de invitada y CRM.,OPERACIONES TI - SOPORTE,CERRADO
3837,3973,Invitada indica que no puede acceder al juego Spirit of Adventure de Pragmatic // ya se le indicó que elimine caché // que pruebe en otros dispositivos. Sin embargo el problema persiste. Invitada no tiene evidencia.  Servicio: Pragmatic Mobile - Slots Sala: Spirit of Adventure Mobile  Juego: 10801645294001,OPERACIONES TI,CERRADO
3839,3975,invitada reclama que le dieron mala información sobre el sorteo de avp  // que le dijeron que era presencial  // se le indica a la invitada que el no era necesario ser presencial y que podía jugar online  // de la misma forma se verifica en crm que se le brindo hoy información correcta del avp  y que la información sobre en sorteo presencial es del sorteo de tus sueños el cual si se le indico  // invitada reclama que se le de un bono por compensación y que espera una respuesta a este correo silvitac_81@icloud.cóm // se le indica que información brindada fue correcta respecto al sorteo de tus sueños y que el reclamo sera respondido al correo de creación . Invitada deja de responder // se adjunta imagen de chat y de crm .,SOPORTE,CERRADO
3840,3976,Invitada solicita la reapertura de su cuenta.  Se adjunta imagen de correo. ,SOPORTE,CERRADO
3841,3977,Invitada indica que estaba en atraccion y le salio mensaje de error // y no le pago la ganancia que estaba obteniendo ni la dejo terminar sus juegos gratis // ya ha tenido problemas con este juego.  juego: 14430000122372 servicio:  Microgaming Mobile - Slots,CONTROL Y GESTION,CERRADO
3842,3978,Invitada realizo recarga mediante pago efectivo con codigo 0962743 // no se verifica en alira la operación realizada,FINANZAS - SOPORTE,CERRADO
3843,3979,invitado reclama apuesta que no se realizo por aparente error del sistema,SOPORTE,CERRADO
3844,3980,Invitada reporta que no le llegó el delivery que solicitó. Se le ofreció que si en caso llegaba al puntaje de la siguiente semana se le iba a brindar doble opción pero acepta. Se ingresa reclamo para la revisión de su caso.,SOPORTE,CERRADO
3845,3981,Invitada indica que tenia un saldo de S/. 2 //359 saliendo de un juego y en menos de 8minutos al ingresar a otro juego // el saldo cambio a S/. 1 //135 . Invitada indica que no realizo ninguna jugada en ese lapso. Se adjunta imagenes entregadas por la invitada.,SOPORTE,CERRADO
3846,3982,Invitada solicita su exclusión indefinida del casino online. Se verifica que envió solicitud desde su correo registrado. Motivo: No especifica motivo.   *Se adjunta imagen de correo.,VENTAS - SOPORTE,CERRADO
3848,3984,se llama a invitado para que soliicte nueva cuenta bancaria // puesto que la afiliada esta observada // desea que saldo regrese a la cuenta y solicitar retiro en el casino fisico,CONTROL Y GESTION - SOPORTE,CERRADO
3849,3985,Invitada solicita reactivación de su cuenta online. Envia solicitud desde correo registrado en crm.  Se adjunta correo.,SOPORTE,CERRADO
3850,3986,reclamo de apuesta deportiva que no figura del 12/05,SOPORTE,CERRADO
3851,3987,Invitada informa que programó la entrega de su delivery para el día de ayer // pero este nunca llegó.,SOPORTE,CERRADO
3855,3991,Inivtado menciona que por gana cash tenia 20 dolares de premio y solo le depositaron 10 dolares,SOPORTE - PROMOCIONES,CERRADO
3856,3992,Invitada indica que estaba en atraccion la maquina ella iba ganando 624 soles  // pero le salio el mensaje de error de juego sin dejarle terminar las jugadas que eran 24 juegos gratis // el cual ella sale del juego y revisa su saldo y no habia cargado la ganancia que habia obtenido.  juego: 133766242 servicio: Novomatic - Slots,CONTROL Y GESTION - SOPORTE,CERRADO
3857,3993,invitad envía correo para reactivación de cuenta se adjunta imagen . ,SOPORTE,CERRADO
3858,3994,Invitada solicita se eliminen de su perfil sus cuentas bancarias Scotiabank e Interbank // informa que ambas cuentas ya no están activas. Solo considerar la cuenta BCP.,FINANZAS - SOPORTE,CERRADO
3859,3995,Invitada refiere que ella hace una solicitud de retiro de 3900.00  // donde ella se acerca a la caja y le hace la consulta a la cajera Magaly  // que desea jugar y quiere hacer un deposito de 800 soles  // mientras que espera su retiro // No habría problema? // la cajera le da como respuesta que no hay problema // que puede hacer su deposito y jugar // mientras que espere su retiro. Su retiro se aprueba a las 10:22am  // al cual pierde el bono. Invitada reclama el BONO POR SU 3er DEPOSITO // porque según ella menciona que el error fue inducido por la cajera.,CONTROL Y GESTION - SOPORTE,CERRADO
3860,3996,Invitada solicita eliminar su cuenta bancaria BBVA actual registrada // y agregar su nueva cuenta bancaria:  - 001102230200686929  Se adjunta correo de solicitud.,FINANZAS - SOPORTE,CERRADO
3861,3997,invitada ya tenia cuenta registrada  // se encontraba el la zona de eventos y sale sorteada en la promoción mitad mitad y al comentarle que tiene que hacer  su 1er deposito // y después se le explica los bonos que tiene que jugar para hacer cualquier retiro // invitada no acepta las condiciones y reclama la devolución de su depósito de los 100 soles.,SOPORTE,CERRADO
3862,3998,Invitado solicita la reactivación de su cuenta. A su solcitud de obtener un bono por la reactivación se le indicó que por el momento no cuenta con alguno // en cuanto lo haya su ejecutiva se estará comunicando para hacerle saber. Aún así invitado confirma la reactivación de cuenta. Se adjunta imágenes. ,SOPORTE,CERRADO
3863,3999,Ingresa retiro por S/1590.21 el 17/05/2022 01:18:24 hrs // minutos después realiza una 2da recarga (01:31:26) brindándole 800 bonos // los cuales son eliminados antes la aprobación de su retiro a las 13:27 hrs. Solicita que sus bonos sean reestituidos (realiza recarga luego de solicitar retiro). Se adjunta imagen.,CONTROL Y GESTION - SOPORTE,CERRADO
3864,4000,Invitado solicita vía correo el cierre de su cuenta. Se adjunta imagen.,SOPORTE,CERRADO
3866,4002,Asunto del reclamo: RECLAMO EN SEGUNDA INSTANCIA  // INVITACION A TORNEO SIN REGLAMENTO  Detalle del reclamo: He solicitado la manera de apelar mediante correo electrónico para poder apelar ya que no estoy de acuerdo con la respuesta en primera instancia  // el cual me ofrecen 3 formas de alcanzar un ranking el cual dicha inversión me haría ganar y recuperar lo invertido // me informaron que era por mayor apuesta y es como lo realice // posterior me dicen que no hay condiciones  // ni reglamento que me puedan explicar como lo indica mis capturas de chat. finalmente subliminalmente me indican q su sistema elige de manera aleatoria quien ocupa algún puesto. dejando a la deriva q el cliente apueste sin horizonte  Pedido del reclamo: Devolución de mi dinero de participación ya que ningún torneo donde me invitan a participar no tenia condiciones ni reglamentos estipuladas en la pagi // cada competencia tiene que tener un juego responsable es un arma de doble filo jugar con la psicología del cliente volviéndolo vulnerable y hacer que un momento de diversión se convierta en algo nocivo ya que se juega a la deriva y mas que un concurso se vuelva en una obsesión utilizando mas y mas dinero. Juego responsable depende del casino y del jugador. por otro lado aun que sea confiable me gustaría saber como llegaron a obtener otros jugador ,SOPORTE,CERRADO
3867,4003,INVITADO INDICA QUE LE VOLVIO A SUCEDER LA MISMA JUGADA DE LA VEZ PASADA // QUE NO LE HAN RECONOCIDO EL PREMIO // EL REALIZA UNA APUESTA DE S/28 Y RECIBE UNA GANANCIA DE S/679 QUE NO ES CARGADA A SU SALDO.   SERVICIO:  Ezugi - Casino JUEGO: 134423725 SALA: 134423725 ,SOPORTE,CERRADO
3868,4004,Invitado recargo mediante la pasarela kashio 1000 soles a las 17:30 de hoy (18) aun no haciendose efectiva,FINANZAS - SOPORTE,CERRADO
3869,4005,Invitado tiene problemas cuando juega atracción // se desconecta constantemente cuando las ganancias llegan a los 50 USD. Reinició 3 veces la atracción  saliendo y entrando del juego pero el problema persiste. Se adjunta evidencia.  Juego: 134886035 Sala: Bali Mobile Proveedor: T53934afa86bd  P.D no encuentro el juego Bali al momento de ingresar el reclamo  // agregarlo a la lista por favor.,CONTROL Y GESTION,CERRADO
3871,4007,Invitado solicita reapertura de cuenta // se brinda correo. ,SOPORTE,CERRADO
3872,4008,Invitada consulta por su premio del Torneo Atlantic Online // indica que el día de hoy pasadas las 12:00AM visualizó que quedó en la posición 50 con un premio de s/100. Se contactó con soporte a la 1:45AM aproximadamente para consultar sobre el pago del premio // se confirmó que fue una de las ganadoras y se brindó horario de pago. Informa que hoy en horas de la mañana visualizó nuevamente el premio de s/100 // sin embargo ahora no se visualiza que haya obtenido un premio y que su posición final es la número 56.,SOPORTE,CERRADO
3873,4009,Solicita que eliminemos su cuenta BCP y sólo dejemos su cuenta Interbank que adjuntó hoy 19/05. Se anexa chat. ,FINANZAS - SOPORTE,CERRADO
3874,4010,Invitada quiere dejar de usar su alias actual: ¨Yanqun¨ y quiere usar el siguiente a partir de ahora  ¨ Luckycount58 ¨,SOPORTE,CERRADO
3875,4011,Invitada se encuentra en sala por el bono rescate ofrecido el 11 y 12 de mayo y que figuraba en CRM como en WEB sol // sin embargo no lo tiene  a la fecha de hoy. Asi mismo se hace mención que los bonos físico no vienen con fecha de caducidad siempre lo asignan cada mes y de la manera en la cual siempre se ha manejado esta vigente dentro del mes. (mayo),SOPORTE - PROMOCIONES,CERRADO
3876,4012,Invitado solicita cierre de cuenta // indica el motivo por falta de control al jugar. Envia solicitud desde correo registrado.  Se adjunta correo.,VENTAS - SOPORTE,CERRADO
3877,4013,invitado solicita eliminacion de duenta por el motivo que no le gustan los juegos .,VENTAS - SOPORTE,CERRADO
3878,4014,EL SR. GUSTAVO  RECLAMA A LAS 22:27 QUE HAY UN PROBLEMA CON EL SISTEMA Y QUE NO ESTA ACUMULANDO EL PUNTAJE YA QUE SE HABIA QUEDADO EN EL PUESTO 13 Y NO AVANZABA // SE INFORMA A SOL QUE REVISE EL SISTEMA Y CORRIGEN LA FALLA // SE ADJUNTA FOTO CON EL PREMIO ACTUALIZADO DEL CIERRE PUESTO 3 // PERO A LA HORA DE ABONARLE EL PREMIO SOLO LE PAGAN 500 SOLES // INIVITADO SOLICITA LA DIFERENCIA.,PROMOCIONES,CERRADO
3879,4015,INVITADO SOLICITA LE DEVUELVAN LOS 50 SOLES DEL DEPOSITO QUE HIZO POR TRANSFERENCIA BANCARIA IBK,FINANZAS,CERRADO
3880,4016,Invitado reporta que no puede canjear sus opciones para el sorteo Atlantic Vip Royal. Se verifica en Alira que sus documentos están aprobados // tiene DNI vigente y cuenta activa.   *Se adjunta imagen.,SOPORTE,CERRADO
3881,4017,Invitada indica que estuvo jugando y en varias ocasiones siempre que abria la atraccion de juegos gratis se paraba el juego o se salia de la pagina entrando ella nuevamente pero ya sin la atraccion (se reiniciaba el juego) en esta ocasion estaba sentada tomando su cafe en reducto entro para jugar unos minutos y le salio una atraccion de 15 jugadas gratis  // cuando iba a empezar a jugar se colgo y se salio del juego  // cuando entro ya no estaba  // invitada pide que le reactiven las jugadas gratis o en efecto tenga un monto retribuido ,CONTROL Y GESTION - SOPORTE,CERRADO
3882,4018,No se acreditó y tampoco continuó la atracción  21430000606062 606062-80189275401 ,CONTROL Y GESTION,CERRADO
3883,4019,invitada indica que aun no le llega su recarga por pagoefectivo,SOPORTE,CERRADO
3884,4020,Invitado indica que en la jugada de las 09:53:52 PM (apuesta de S/. 120) compro el bonus y le salieron 4 monedas // y en las jugadas gratis ganó 240 soles apróximadamente.Pero al comprar otro bonus (terminado el anterior) se dio cuenta que no le habían pagado nada // nisiquiera los 6 soles que te dan por jugar el bonus. Menciona que la semana pasada le pasó lo mismo en el mismo juego con una ganancia de más de 700 soles. Manifiesta su preocupación que el mismo error vuelva a suceder.   Asi mismo // indica su malestar al momento de verificar su historial // ya que tuvo que avanzar 114 páginas hasta el final para poder visualizar sus ultimas jugadas.(adjunta imagen).Recomienda modificar el historial para una rapida visualización de las ultimas jugadas realizadas.  Se verifica en Alira que la jugada mencionada de S/120 a las 09:53:52 PM no genera ningun premio.  Se adjunat correo e imagen de invitado // e historial de Alira.,CONTROL Y GESTION - SOPORTE,CERRADO
3886,4022,Invitada ha realizado una recarga por Pago Efectivo desde su app del BBVA de S/350 // monto aún NO está visible en su cuenta de casino.  Se adjunta imágenes. ,FINANZAS - SOPORTE,CERRADO
3887,4023,Invitado solicita la reactivación de su cuenta. Envia solicitud desde correo registrado.,SOPORTE,CERRADO
3888,4024,Invita realiza recarga vía Kashio por el monto de S/. 100 y aun no procesa en su cuenta de casino. Se adjunta constancia de pago,FINANZAS - SOPORTE,CERRADO
3889,4025,invitado envia correo para reapertura de cuenta,SOPORTE,CERRADO
3890,4026,INVITADA INDICA QUE EL JUEGO QUE LE TOCO TUVO QUE ABRIR BONO Y NO ABRIO  NADA. ENVIA IMAGEN COMO EVIDENCIA // SUCEDIO ENTRE LAS 10:00 PM Y 10:10 PM //  NO INDICA HORA EXÁCTA // DESEA QUE SEA REVISADO.  SERVICIO: Pragmatic Mobile - Slots JUEGO: 10890972022401 SALA: Aztec Bonanza Mobile,CONTROL Y GESTION - SOPORTE,CERRADO
3891,4027,Invitado reclamo puesto que tiene menos 65 soles en su saldo // pensando que no se le dio su ultimo premio // se le detallo esta jugada e indica que no la reconoce y que en su historial de apuestas no sale,CONTROL Y GESTION - SOPORTE,CERRADO
3892,4028,Ingresa llamada de invitado exigiendo se le ingrese un reclamo // porque en apuestas deportivas hay límite de apuestas y no está de acuerdo. Indica que en un evento quizó hacer apuestas superiores a S/1000 y ésta solo le permitió hacer apuesta de S/900 como máximo // comunicandose por el caso con su asesor quien no supo darle respuesta (según indica invitado). Ahora pide que no se ponga restricción para realizar apuestas deportivas ya que esto lo perjudica.  Se ha explicado a invitado sobre el porqué de las límitaciones de apuestas // además de que restricciones sucitan en diferentes casas de apuestas. Se comparte TyC. No acepta desea una respuesta formal. ,SOPORTE,CERRADO
3893,4029,invitado indica que su recarga de S/200 aun no se visualiza ,FINANZAS - SOPORTE,CERRADO
3894,4030,Invitado realiza recarga desde su app BBVA con pasarela Pago efectivo // reporta que monto aún no está visible en su cuenta de casino.  Se adjunta imágenes. ,FINANZAS - SOPORTE,CERRADO
3895,4031,Realizó una recarga desde su app BBVA con pasarela Pgo Efectivo. Monto aún no se refleja en su cuenta de casino.  Se adjunta imágenes. ,FINANZAS - SOPORTE,CERRADO
3896,4032,Invitada realizó recarga desde su app del BBVA con pasarela Safetypay // monto aún no se visualiza.  Se adjunta imágenes. ,FINANZAS - SOPORTE,CERRADO
3897,4033,invitada indica que su recarga por pago efectivo aun no se visualiza,FINANZAS - SOPORTE,CERRADO
3898,4034,invitada indica que realizo 2 recargas 6 y 28 // 6 y 39 pm   safetypay y aun no visualiza su recarga envía comprobantes de deposito. reclama deposito lo antes posible que se solucione el problema .,SOPORTE,CERRADO
3899,4035,invitada indica que realizo 2 recargas 6 y 28 // 6 y 39 pm   safetypay y aun no visualiza su recarga envía comprobantes de deposito. reclama deposito lo antes posible que se solucione el problema .,FINANZAS - SOPORTE,CERRADO
3900,4036,invitado indica que no le llega su recarga por pagoefectivo,FINANZAS - SOPORTE,CERRADO
3901,4037,Recarga vía bbva por Kashio pero no impacta en su saldo efectivo.,FINANZAS - SOPORTE,CERRADO
3902,4038,Realiza recarga via Pago efectivo en su banco BBVA y aun no procesa. En alira figura aun en curso.  Se adjunta constancia de pago,FINANZAS - SOPORTE,CERRADO
3903,4039,Realiza recarga // monto aún no se refleja en su cuenta de casino.  Se adjunta evidencias. ,FINANZAS - SOPORTE,CERRADO
3904,4040,Realiza recarga vía Kashio // monto aún no se refleja.  Se adjunta evidencias. ,FINANZAS - SOPORTE,CERRADO
3905,4041,Invitado realiza recarga via Pago Efectivo por S/ 1000 y aun no procesa. En Alira figura como en curso  Se adjunta constancia de pago ,SOPORTE,CERRADO
3906,4042,Recarga pero no se refleja en su saldo.,SOPORTE,CERRADO
3907,4043,Invitada reclama indicando que le salieron tres pirámides pero no se le abre atracción. Se adjunta imagen.,CONTROL Y GESTION - SOPORTE,CERRADO
3908,4044,invitado indica que su recarga via kashio aun sigue en curso,SOPORTE,CERRADO
3909,4045,invitada indica que no le llega el deposito de S/100 de las 23:12 // en alira no se verifica algún deposito a esa hora ,SOPORTE,CERRADO
3910,4046,Código de pago: 221421237392 //a las 22/05/2022 07:53:06 // realiza recarga vía Kashio // monto es descontado de cuenta BBVA // pero aún no visualiza su abono. ,SOPORTE,CERRADO
3911,4047,Invitada realizó recarga de s/300.00 vía Kashio a las 3:08AM // se verifica en Alira que operación se encuentra "En curso".  Se adjunta imágenes. Código de pago: 221421235192,FINANZAS - SOPORTE,CERRADO
3912,4048,Invitada solicita la desactivación de su cuenta por motivos personales (Desea controlar lo montos que gasta). Desiste de saldo. Se adjunta imagen de correo y perfil. ,SOPORTE,CERRADO
3913,4049,código 221421237037 // a las 07:30:13hrs  por S/400 // monto es descontado de su cuenta BBVA // pero aún figura en curso en Alira. Se adjunta constancia de pago. ,SOPORTE,CERRADO
3914,4050,Invitada realizó recarga de s/100.00 vía Kashio. Se verifica en alira que hasta el momento recarga figura "En curso".  *Se adjuntan imágenes. *Código de pago: 221421235623,FINANZAS - SOPORTE,CERRADO
3915,4051,invitado envia correo indicando que desea el cierre definitivo de su cuenta,VENTAS - SOPORTE,CERRADO
3916,4052,Invitado solicita que dicho correo que esta registrado no es el correcto  // el desea que se corrija el correo  jairreyes@gmail.com,SOPORTE,CERRADO
3917,4053,Invitado solicita que dicho correo que esta registrado no es el correcto  // el desea que se corrija el correo  jairreyes@gmail.com,SOPORTE,CERRADO
3918,4054,invitado envía correo pidiendo darse de baja del casino online  // el motivo es porque los juegos no le pagan. Se adjunta correo,VENTAS - SOPORTE,CERRADO
3919,4055,Ingresa llamada de invitada realizando una queja hacia ejecutiva Valeria Estacio. Comenta que el día de ayer asistió al casino físico con su hermano Luis Teran Vasquez - 07476397 // siendo registrado por ejecutiva a quien para su registro se le dió el correo de invitada Carmen Rosa // Carmenburgos.21@hotmail.com // siendo registrado de manera errónea como // Carmenbrgos.21@hotmail.com (Se verifica que dicho correo ya existe // motivo por el cual correo erróneo se aceptó para registro de invitado). Hoy invitado ha olvidado su contraseña no pudiendo recuperarla por dicho error. Se indicó a invitada que inconveniente puede ser solucionado // para ello es importante la comunicación con el invitado original de la cuenta // a quien debemos validar identidad previo adjunte de documentos // así proceder a la edición de nuevo correo.  Invitada indicó que su hermano se encuentra molesto // no desea comunicación solo quiere la devolución de su dinero porque error al registrarse no fue de él.  Invitada solicita su caso sea solucionado con ella puesto que fue quien lo llevó al casino físico el día de ayer y se siente responsable de la supuesta estafa para con su hermano.  Adicional busca que ejecutiva sea amonestada por su mala práctica y no contestar el teléfono para poder ayudarla con el caso. Se informa de caso a supervisor ya que todo lo expuesto fue por versión de invitada.,VENTAS - SOPORTE,CERRADO
3920,4056,invitado solicita cambio de alias :  Alias actual :Docfon Alias al que desea cambiar :TITAN se adjunta chat ,SOPORTE,CERRADO
3921,4057,INVITADA SOLICITA LA REVISION DEL JUEGO FIGARO INDICA QUE LA MAQUINA NO ESTA PAGANDO Y SE HA VUELTO PERO DESDE QUE CAMBIARON LA APUESTA No te parece demasiado 16 mil soles en un ratito y NO ABRE NO TE DIGO  // las manipulan y ya se friega todo Eso está muy mal Mas me demore en cargar 3 veces el dinero y con 16 mil en un ratito no abrió,CONTROL Y GESTION - SOPORTE,CERRADO
3922,4058,Invitada menciona que le salieron 8 juegos gratis y en la última jugada este se vió interrumpida con mensaje de "algo ha ido mal" // al ingresar nuevamente no se retomó juego y ganancia de 1300 se perdió. Solicita que saldo que ganancia sea pagado. No recuerda hora exacta de inconveniente ya que indica ha continuado realizando juegos creyendo que esto se repondría.  se adjunta imágenes. ,CONTROL Y GESTION - SOPORTE,CERRADO
3923,4059,Invitado reporta que a las 11:54AM le apareció un bonus // el cual no se llegó a completar // salío de su cuenta // actualizó su celular y al ingresar nuevamente a las 11:58AM el bono le pagó un aproximado de s/100.00 el cual no fue cargado a su cuenta. Indica que al actualizar su celular el juego cambio de Mystic Chief a Mystic Chief Mobile. Solicita que por favor se revise su caso ya que premio no ha sido recibido.,CONTROL Y GESTION - SOPORTE,CERRADO
3924,4060,Cancelación de bono por solicitud de retiro pendiente. ,CONTROL Y GESTION - SOPORTE - PROMOCIONES,CERRADO
3925,4061,Invitado desea dar de baja a su cuenta online // no le atrae jugar en linea  // no desea que ningún premio le pasen a su cuenta // el desea cobrar en físico. Al invitado se le menciono que tenia un premio de $10.00 del Gana cash // se le explico para poder cobrar  // debe ser un monto mínimo de $25.00  //menciona que no desea y si fuese posible que anulen ese premio // y que una próxima ya no quiere saber nada de online. deja su numero de celular 977 279 180,SOPORTE,CERRADO
3926,4062,Invitado reporta que no puede ingresar su código promocional de la promoción "Encartes a domicilio". Se realiza descarte y se indica que no debe adicionar espacios u otros caracteres.  Me contacto vía telefónica para poder ayudarlo y explicarle el paso a paso // sin embargo no logra ingresar el código.   *Se adjunta imagen,SOPORTE,CERRADO
3927,4063,Invitada menciona que el 21 del presente mes // realizó dos pagos a un mismo código de pasarela Pago Efectivo: 111639106 // solo visualizandose uno de ello. Se ingresó reclamo #4045 por el caso // indicando a invitada lo sig´:  SE VERIFICA UN SOLO DEPÓSITO POR EL CÓDIGO 111639106 // SE VERIFICA ABONADO EN LA CUENTA DEL INVITADO // SE INFORMA EN CARTA DE RESPUESTA QUE DEBE RESOLVERLO (LAS RETENCIONES EN EXCESO) CON SU BANCO YA QUE NOSOTROS SOLO RECIBIMOS UN DEPÓSITO POR ESTE CODIGO.   Invitada se contacta solicitando se ingrese un nuevo caso con la respuesta que emitió su banco respecto a este monto retenido.  Solicita el caso sea revisado nuevamente y se brinde una solución favorable.  Se adjuta imágenes. ,SOPORTE,CERRADO
3928,4064,En el saldo ya estaba en 1629 aún cuando aún estaba jugando Pero en el historial // lo marca como 1625.  JUEGO   21430000610772 PROVEEDOR   610772-80360086679,CONTROL Y GESTION,CERRADO
3929,4065,Buenas tardes // se adjunta reclamo de invitado con una convocatoria errada por visualización en la websol // donde figuraba que el invitado contaba con 153 opciones para sorteo Atlantic Vip Royal // y al momento de canjear desde su cuenta online solo le figuraba 92 opciones // muy molesto reclama que es un robo y que no se le soluciono la cantidad de opciones // que en su momento se derivo con supervisor del area.,OPERACIONES TI - SOPORTE,CERRADO
3930,4066,Invitada indica que tuvo una atracción obteniendo un premio de S/550 // monto fue pagado visualizandose sumado a su bolsa de efectivo. Indica que de pronto máquina se colgó verificandose un mensaje de "error" y monto pagado desapareció dejandole un total de S/40. Indica inconveniente sucedio a las 8 //35 aprox // no cuenta con evidencias // indica además haber realizado de 3 a 4 apuestas más // invitada no responde a preguntas de descarte // de manera insistente indica que nosotros revisemos el juego y monto sea abonado.  Se adjunta foto de excel.,CONTROL Y GESTION - SOPORTE,CERRADO
3931,4067,Invitado solicita el cierre de su cuenta de forma definitiva e indica que no le vuelvan a activar su cuenta. Se adjunta imagen.,SOPORTE,CERRADO
3934,4070,SE LE INFORMA A LAS 12:33 SOBRE SU POP GANADO // CON MENSAJE DE QUE SE HABIA MOSTRADO A LAS 12:17. LUEGO EL INVITADO QUIZO ENTRAR PARA ACTIVAR EL BONO Y YA NO LE APARECIO // Y EN CRM ME SALIA EL SIGUIENTE MENSAJE:  SORTEO ELECTRÓNICO CANCELADO (POPUP) MOSTRO POPUP: 05/25/22 12:17:02 PM  S/. 400.00  POR FAVOR REACTIVAR BONO YA QUE INDICA QUE EL SOLO PUSO EL MENSAJE DE REACTIVAR LUEGO.,PROMOCIONES,CERRADO
3935,4071,Invitada solicita el cierre de su cuenta online. No indica motivo de cierre.  ,SOPORTE,CERRADO
3936,4072,Invitado solicita el cierre de su cuenta. Indicando que // al no tener un limite de deposito por jugador de forma diaria esta sufriendo de ludopatía. Se adjunta imagen.,VENTAS - SOPORTE,CERRADO
3937,4073,invitado envía correo solicitando el cierre de su cuenta - Motivos personales .,SOPORTE,CERRADO
3938,4074,D: 1154282210 Mercado: Player shots on goal at least (Nabil Fekir (BET)) : 1+ Invitado indica que Fekir remató al arco en el minuto 38 1er tiempo  Se coloca reclamo a insistencia del invitado,SOPORTE,CERRADO
3939,4075,Invitado indica que no puede canjear bono otorgado por S/.300 de la promoción Encartes. Se verifica que codigo de bono indica PEN y la cuenta de casino del invitado es en Dólares.  Se adjunta imágenes de invitado intentando canjear el bono y codigo proporcionado. ,SOPORTE - PROMOCIONES - SQUAD FIDE,CERRADO
3940,4076,INVITADA DESEA DEVOLUCION DE SU EFECTIVO PORQUE NO DESEA JUGAR ONLINE. SE EXPLICO PREVIAMENTE BENEFICIOS SOBRE LA PLATAFORMA ANTES DE REALIZAR PAGO. ADICIONAL RECIBIO REGALO Y PARTICIPO DE LA RULETA.,SOPORTE,CERRADO
3941,4077,Invitada indica que habia canjeado un bono de S/.200 y como no los podia jugar // despues realizo un deposito con el cual estuvo jugando. Cuando observo su saldo vio que su bono ya no estaba. Se verifica en Alira que invitada ingreso una solicitud de retiro a las 07:13:47 PM y fue aprobado a las 09:36:33 PM. El bono es canjeado a las 08:49:29 PM y se elimino cuando retiro fue aprobado. El codigo de Bono es canjeado despues de solicitud de retiro.  Por lo cual invitada reclama que el bono no debio ser eliminado.  Se adjunta imagenes de Alira.,SOPORTE,CERRADO
3942,4078,Invitado comunica que realizo una apuesta pero no la ve en su historial. Se verifica que la apuesta ha sido rechazada // pero su saldo a sido descontado y no devuelto. Se adjunta imagen de ALTENAR y de ALIRA.,SOPORTE,CERRADO
3943,4079,Indica que hoy a las 3am vio que había quedado dentro de los 50 puestos en el Torneo Atlantic Online (indica que salíaRANKING FINAL) y esperaba el pago de su premio // ahora vuelve a revisar y está en posición 56. Se notifica que actualmente está en el puesto 56 tal como indica CRM // sin embargo desea que revisen (no tomó captura). Se adjunta imagen donde solicita que revisen. ,OPERACIONES TI - SOPORTE - PROMOCIONES,CERRADO
3944,4080,Apuesta ID 1159413074 // realiza la apuesta el 26/05/2022 14:54:50 // sin embargo él señala que al momento que realizó la apuesta el evento ya había terminado y se percató después. Se visualiza que el evento finaliza en Altenar a las 14:57:05 hrs // En la web se revisa que partido de tenis inició a las 11am // pero no hay hora oficial de termino. Se adjunta image. ,SOPORTE,CERRADO
3945,4081,Invitado realizo recarga mediante safetypay a las 16:42 el dia de hoy(26) de 100 soles que aun no se hace efectiva ,FINANZAS - SOPORTE,CERRADO
3946,4082,Invitada solicita cierre de cuenta porque juego no le ha pagado nada.  Se adjunta correo.,VENTAS - SOPORTE,CERRADO
3947,4083,inivtado desea cerrar su cuenta,SOPORTE,CERRADO
3948,4084, Asunto del reclamo: Juegos virtuales casino  Detalle del reclamo: Habia visto una promocion de bono x recarga en facebook el cual me inscribi dos veces jamas nadie me llamo o se comunico con migo hoy realice la recarga dos veces de 100 soles e ingrese a los juegos jamas me dieron el bono aparte el juego cuando habria dos veces nada mas cuando pagaba algo que era minimo solo se colgaba y salia error. Y tenia que cerrar y volver a entrar aparte ninguno de sus juegos paga lo cual me parece un total robo. Como es posible que con 200 soles no paguen absolutamente nada de vez encuendo paga un monto menor y cada vez que intento poner el libro de reclamacion me envi  Pedido del reclamo: Deseo que se me brinde el bono el cual vi en facebook tambien lo anuncian en el casino en fisico sale ahi que alguien se comunica y jamas se comunican pesimo servicio u n robo total me ciento engañada pido que se haga una revision de la plataforma  y su anuncios en facebook ya que considero una estafa gracias ,SOPORTE - PROMOCIONES,CERRADO
3949,4085,Invitado solicita el cierre de su cuenta // no indica motivo. Se adjunta imagen,VENTAS - SOPORTE,CERRADO
